Index,Value
1.118122301988135,0.04515107171533121
1.3076616992931829,0.38125723106139187
-0.7430600482208822,0.6868150376019261
-0.42007586888473536,-1.0019346225278607
0.6878864111929925,-0.008362078307979226
0.5692717220398773,-0.02993736629714237
0.6872039615097277,-0.1308109047924825
0.3886239653681663,-0.41809102447291724
-0.7886920292889459,-0.44598848109676387
-1.09569627003947,-0.38680476368114014
-0.2239249923630023,-0.19294805896091716
0.164630540402291,-0.4394193776837781
-1.162196408018032,-0.4650577401306402
-0.3826545548469833,-0.08538767841985048
0.5563183309407161,-0.3308374498523339
-0.34710877347934466,-0.6235934241323525
-0.4340873042823017,0.4264815904291886
-0.6295074219561848,0.31340314554656434
-0.36025230677837916,0.8559551686936863
0.3847159337012459,-0.4898736501976671
-0.909046359329607,-0.05791691513942895
1.3485408510691956,-0.5136121083396973
-0.9533164051277423,0.08173406307107026
1.4210137941780285,0.8014931151935643
0.2755898676160693,-0.8218622598170927
0.4616673547338861,0.9520172063593828
0.7823987943822008,-0.2432977489519997
0.019436067336393806,-0.46126553540965204
-1.7955547871365456,-0.44583204951105565
-1.1068868039162316,-0.39197922333756374
-0.24390394989063385,-0.1967176928269499
0.16191434202015748,-0.46543507310062
-1.2280084220075547,-0.2709698818011984
-0.06228628678182751,-0.4699949931522484
-0.23215833955870552,-0.04429414107334394
0.46058454809835525,-0.1315998881804645
0.5556965422986554,-0.6038067778296312
-0.567729813064637,0.4335982822575175
-0.7803024335192965,0.3458576939518168
-0.6499954836506106,0.945439251575767
0.8993455611126928,-0.32098327827515905
-0.13094269932282174,-0.27386277326087466
-0.05215307198966977,-0.34522924629712937
-0.12149443597600218,-0.17822089747303474
0.146201370524847,-0.3018876055082406
-0.41389815130081814,-1.224248925961436
0.10973946704267751,-0.6723176830022594
-0.6496621314818166,1.223606726669399
0.15756003308701472,0.9413823183212839
1.1819666102873376,-0.4561390199174101
-1.1706533400768493,-0.3310397971726777
-0.1965216315075748,-0.3520043301912951
-0.2606656494039263,-0.3494353175391062
-0.2995740197677016,-0.41541983268264177
-0.47942563523212306,-0.28182719372090953
-0.14958376552071823,-0.7380102583309079
-0.028234678545896966,0.3740851752492469
-0.11088558030213308,0.11216770771823611
0.24338769905484475,0.2069954601636602
0.295726392138482,1.06768377858266
0.937069397281983,0.4244063793541497
-0.2113044579317896,0.10865963430666575
0.3522934875429309,0.2864795393759786
-0.21628662055082712,0.9270441563895057
0.41259467808204037,-0.20359545555402064
0.2520689183876775,-0.8398892883404301
0.5855825058694933,0.9241507090852014
0.6058099996693521,-0.31275878355341463
-0.25348275985667357,-0.6091581200074295
-0.389959141203175,0.3191428905028617
-0.2757723101542701,0.5943330592949075
-0.4390881199173729,-0.29572178149547756
-0.20079636311470497,-0.6796260322263938
-0.1888047417921628,0.398795519532565
-0.3429942739060654,0.2531879170850007
-0.012098233928259766,0.6039166527330865
-0.08167283968873193,-0.06246617978055722
0.2513532518906808,-0.10405135505376718
0.8693517844497454,-0.6660769161860002
-0.17548021966485963,0.30135625545852923
-0.12982084392401605,0.38825814957490934
-0.26534213164223125,0.22444643201922956
0.08273576196660856,0.5108664453509133
-1.4678346541263108,-0.10037373283931961
0.5978169439589596,-0.43648793909054384
-0.6159544431508241,-0.2597377210609541
-0.05574783240276848,-0.9100146642912226
0.18847594259911846,0.11958611187312614
0.8797798067191621,0.8218732528521859
0.14555866470204262,-0.3001078073642497
-0.4006402384955054,-1.230207817210959
0.0827085591781769,-0.6616525738442545
-0.7754521973173905,1.2504291179908464
-0.0030710724551136935,1.1390228045439015
0.0331907969443095,0.039622911145263985
1.666849167297722,0.4237670264655878
-0.5264866906505326,0.2734164189804399
-0.1181318368007826,0.7971075762480877
0.09638456919891553,-0.3160738623319014
-0.5749393164050274,-1.3043886542318333
-0.2888850993249208,-0.8121844166979136
0.20724736116516843,0.5031589941938162
-1.1689668486532714,-0.02320533959797584
0.3966986785028667,-0.05825341794107302
0.8367859534978869,-0.3207300431060468
-0.16913678273220567,-0.3551957008661146
-0.24627223892013214,-0.3166874143669048
-0.20161783969812133,-0.45268225497440456
-0.4228408427410731,-0.12955297522789286
0.47439913149963187,-0.5023487661208264
-0.8047180711283183,0.011876676479574126
1.1877669964043902,0.08880005640821945
1.022513421394234,0.6381440156472477
-1.173312711438393,-1.3850827702843764
-0.30512934797933877,-0.2687258107755303
-0.06600753308819335,-0.5584219430176498
-0.22731846588818894,0.087404623195831
0.4036901397006294,0.24704899169424638
0.01645742898203876,0.887486827844708
1.4360950040143978,-1.2267465753321865
0.12360593499535204,-0.8399758033104552
0.7218864432655152,1.1378933670723599
0.3445287223675163,0.405416067062292
-0.7971076404078116,0.5386729456143455
-1.1424809253979737,-0.2832065487592394
-0.07568484388051219,-0.3574691957670064
-0.16343467861980893,-0.2040807616234835
0.11202079141916309,-0.3774276449446565
-0.9897977637184199,-0.9600537035654767
1.9331179923476767,0.4956451076186862
-0.2451160264543802,0.00670868513582419
0.49376703571105024,0.02082556020957615
0.776221991388436,0.10215299635026957
0.37572248289629173,0.28082152770680485
-0.17745709602601653,0.9048616534055184
0.3404944487899265,-0.23183272023922286
0.11018261945789197,-0.9610617663248795
1.3428968056545063,0.3352640502584248
-0.49219171525880717,0.8291082177449743
0.3658299971549888,-0.6743655160370123
-0.42760714431740554,0.8310195561964333
0.33926923942239035,-0.6078716757882914
-0.7548000483646364,0.6076083579256357
-0.8618818074911779,-0.6914614881165887
-0.47150441695560114,1.223593810134101
0.12291749653562185,0.7340358063806014
-0.13512204298840194,-1.3425776032421985
-0.19509831136538328,-0.2966934309597948
-0.12556240434438942,-0.41563013074548466
-0.2945284232433824,-0.17261333962559514
0.2572448913640777,-0.4866888371193338
-1.0821628223839561,-0.09071994351025553
0.22974447888816596,-0.14726229730226162
0.6799860351359438,-0.9028448511104307
0.4742583982715296,0.33178153094038665
-0.3956667656760817,0.7010119472008582
-0.20037954436818253,-0.630313478953277
-0.30105874548141653,0.321863077458254
-0.24338279779402194,0.5018799292871542
-0.49215219251954445,-0.00581354454972998
0.7666471987839721,-0.028016226575531728
0.4730014756887852,-0.08413380809656973
0.6963229678352494,-0.40670546237654814
-0.4670901556461255,-0.31016986594309287
-0.27291992875308013,-0.6871733599039099
-0.20234672374666285,0.48568644328129557
-0.44134755745754545,0.03979983474231143
0.6890177218179602,0.17598629253511353
0.25508643732286634,0.5083995721158002
-1.0878066040292094,-0.057463516628451415
0.2643187745392374,-0.09980850634385635
0.8704977049491086,-0.6308547546196462
-0.2362305849836062,0.2542830112829317
-0.013018310381150382,0.4836382917883284
-0.10612229732870261,0.010948355703462854
0.3114215807809862,0.021456717180433717
0.9974951745773288,0.1352995453749712
0.030799632812895723,0.03506815827205252
1.6966165288247452,0.3800016792083241
-0.4084948397511562,0.3835940773038289
-0.5026144299753744,0.4510672447777472
-0.7423314782250604,0.235706625703706
0.09733761492876457,1.080926758302262
1.2425139043104902,0.692529996912109
-0.3919109083949436,-1.0377536089224761
0.6389099058510291,-0.15446587549715346
0.35235453257446764,-0.5147494926092105
-0.9477769045494914,0.08808640200011693
1.3622707611990856,0.8417203527856113
0.5117433040156554,-0.7874339486835078
0.17776914441019329,0.7418178979633433
-0.06294201562936871,-1.223243858876249
0.03976063839539317,-0.23427795592285972
0.1650616189267251,-1.665487305373814
-0.6334515421971997,1.0786319775375408
0.8220160890022818,0.44274908942446767
-0.3861926760090539,0.1452397369709212
0.3982905660311005,0.515073288663174
-0.8901961819832254,-0.08456191841526464
1.1942318918763692,-0.7018370934498058
-0.35555015555301467,1.1388340556014798
0.39724854363923845,0.47309126834032533
-0.8827065905751101,0.15067995069621573
0.7972222613759664,1.1071989185914082
0.346776036441761,0.2767445500051899
-0.1604131854168203,0.9456053368616948
0.3671639132793035,-0.13061179787065724
0.6359869446565949,-0.6824958800431691
-0.25802595921257626,0.5714247133423194
-0.4587237934397405,-0.22089603729288948
0.13278177819764472,-0.7180049622555215
-0.2644318914442531,1.2976127365467398
-0.15221633127068482,0.49354270865878525
-0.3784097443908176,0.015361405461594209
0.6396531690891,0.061930832872503366
0.5764124210064716,0.23634637532206015
0.05927220590326185,0.6892170514838656
-0.5838698764195521,-1.4537516247628517
-0.8360778598237496,-0.2500310009997314
-0.00024412126461449853,-1.2532855657033724
-0.00030060461530063114,-0.014559414796475507
0.016092291122196414,-0.001476235020303059
1.8937939865070468,-0.017566310711673385
0.31038991971734203,-0.03439827004017885
0.9846069295355288,-0.2161804272877571
0.024480854940213858,-0.11346766865604416
1.3578834713144305,-1.1740951057253093
0.43367788872973245,-0.8393093628140702
0.4533240087424576,0.7212231160232908
-0.14907017347099244,-0.8154511893591978
0.1496854955387277,0.3432298924431545
-0.7100714380610991,1.0702518927756102
0.9376270287714383,0.44302771027215754
-0.22152335639746204,0.08286836691641122
0.40457508573269196,0.23200824514469004
0.10000915414332094,0.8809085647358125
1.0364064395635337,-0.962175755146489
1.6486810478803675,0.39936748194585164
-0.4946024504871583,0.3623616933071129
-0.49949594396702557,0.5858647781284234
-0.6652314453720088,-0.3983113373658475
-0.7826196297699212,-0.581392466964804
-1.0040263113932617,0.5634629693780377
-0.05455270695489736,-0.02298415079266638
0.21844041929884264,-0.031766928535348675
1.12667143010796,-0.22791552291053735
0.1852940156058283,-1.3267662870090093
-0.5612932507918313,-1.0720201024812146
0.760815773765255,-0.369879340894416
-0.3332961517442479,-0.3554640051996789
-0.3650699305699767,-0.4678226394467657
-0.6153368904460313,-0.1261297781411405
0.6395537199948426,-0.6486986689872408
-0.37035480761951833,0.5010820868139116
-0.6338687900857631,-0.004309709865966494
0.9338558361102358,-0.025293789938970537
0.24073142372145986,-0.03858376792990187
1.079653012368969,-0.2669902699172855
-0.15795334800993843,-1.4739899355489605
-0.3812804976307093,-0.06287189577065617
0.5960299539481595,-0.2485169675028959
0.006247001701038717,-0.6703915294658188
-1.0069991658319104,1.842446588535946
0.0428608599935448,-0.06529716711591499
1.5167819766994193,-0.6597353056571595
-0.40680262768348363,0.6386680707041801
-0.43363253379401206,-0.5153293980537467
-0.6994544394265314,0.06757877363251588
0.9311100612923334,0.42096724240780076
-0.21891998402864607,0.1186254674899413
0.34042749677298095,0.31419431328582026
-0.3797193399320899,0.8898111935457539
0.4957755014613735,-0.4111327904897781
-0.6620934839563476,-0.413596534726946
-0.8311979707112037,-0.501514506548895
-1.2430224259334033,0.011828865593916531
0.49040856840835084,0.03651587519004192
0.7660763434425516,0.17891600514209657
0.20780193985083545,0.4339058087465177
-1.0689097410467372,0.47130963352641125
-0.2449956608090807,0.04464930010719883
0.47475093557011017,0.1367942027777461
0.5251270564443844,0.6093520460960407
-0.5782633052515105,-0.4744288768919926
-0.8548243561828821,-0.13853714299458422
0.8343981775419164,-0.9899455338168651
0.3957607212988351,0.02503513080041312
0.8862147706822339,0.14056316179164074
0.20558785372083033,0.25031113834689245
-0.002291539265045078,1.1721773942326261
0.020968101750806663,0.039408482096040774
1.7762994202777267,0.44904580910818886
-0.4451488369141891,0.14759400160174954
0.42913968973947825,0.5722640345150216
-0.7703531675176416,-0.37597690292900665
-0.8042282291794138,-0.7944155312201437
0.32784691568007784,1.1441224853659273
0.6075042433731423,0.7743360961209936
0.10021473248821915,-0.650275615258192
-0.8288849521294394,1.1450268962389218
0.7588065230366663,0.9785889097957682
0.4852063040399513,-0.06567138859074977
0.726038880407047,-0.31782805813533055
-0.21799536209960177,-0.48016483137785176
-0.4585641777914114,-0.057447691844003675
0.6829627751661409,-0.25781364551669533
-0.028242826077104467,-0.5748115138869843
-0.14063937573702703,0.07144966809254302
0.32688199689396846,0.15747145480004632
0.5412118688756575,0.8235943833344103
0.3257673588713698,-0.6535602524010102
-0.5621427433169471,0.811283182629302
0.31812422721496925,-0.7849406809301209
0.21721323577346063,0.9734602820919346
1.1356450740260233,-0.19114835962100102
0.4760686160303667,-1.228230686401865
0.10948010964136029,-0.7954087005597341
0.39013210552049327,1.3300851449802946
-0.436025233141987,0.7921228521276606
